episode_step	action	reward	q_value	done	state_time_norm	state_queue_norm	state_wait_norm	state_density_norm	state_speed_norm	state_flow_norm	next_state_time_norm	next_state_queue_norm	next_state_wait_norm	next_state_density_norm	next_state_speed_norm	next_state_flow_norm
360	0	6.954280	1.392560	False	1.000000	1.000000	0.020000	0.121800	1.000000	0.016700	1.000000	1.000000	0.019900	0.122600	1.000000	0.016700
361	1	7.720131	1.542867	False	1.000000	1.000000	0.019900	0.122600	1.000000	0.016700	1.000000	1.000000	0.020200	0.122300	1.000000	0.016700
362	0	8.248233	1.646784	False	1.000000	1.000000	0.020200	0.122300	1.000000	0.016700	1.000000	1.000000	0.020100	0.124500	1.000000	0.016700
363	0	8.640895	1.723607	False	1.000000	1.000000	0.020100	0.124500	1.000000	0.016700	1.000000	1.000000	0.020300	0.123800	1.000000	0.016700
364	0	8.886223	1.774437	False	1.000000	1.000000	0.020300	0.123800	1.000000	0.016700	1.000000	1.000000	0.020300	0.124400	1.000000	0.016700
365	0	9.338488	1.867110	False	1.000000	1.000000	0.020300	0.124400	1.000000	0.016700	1.000000	1.000000	0.020400	0.127000	1.000000	0.016700
366	0	10.063236	2.006557	False	1.000000	1.000000	0.020400	0.127000	1.000000	0.016700	1.000000	1.000000	0.020500	0.122500	1.000000	0.016700
367	0	10.268047	2.047689	False	1.000000	1.000000	0.020500	0.122500	1.000000	0.016700	1.000000	1.000000	0.020600	0.116100	1.000000	0.016700
368	0	10.508082	2.096420	False	1.000000	1.000000	0.020600	0.116100	1.000000	0.016700	1.000000	1.000000	0.020600	0.114200	1.000000	0.016700
369	0	10.844793	2.165309	False	1.000000	1.000000	0.020600	0.114200	1.000000	0.016700	1.000000	1.000000	0.020800	0.111600	1.000000	0.016700
370	0	11.373196	2.269376	False	1.000000	1.000000	0.020800	0.111600	1.000000	0.016700	1.000000	1.000000	0.020800	0.110400	1.000000	0.016700
371	0	11.775714	2.349493	False	1.000000	1.000000	0.020800	0.110400	1.000000	0.016700	1.000000	1.000000	0.020900	0.111400	1.000000	0.016700
372	0	12.171298	2.428731	False	1.000000	1.000000	0.020900	0.111400	1.000000	0.016700	1.000000	1.000000	0.021100	0.112600	1.000000	0.016700
373	4	12.813032	1.278746	False	1.000000	1.000000	0.021100	0.112600	1.000000	0.016700	1.000000	1.000000	0.021200	0.114100	1.000000	0.033300
374	0	13.081383	1.306831	False	1.000000	1.000000	0.021200	0.114100	1.000000	0.033300	1.000000	1.000000	0.021300	0.112800	1.000000	0.016700
375	0	13.126343	1.311323	False	1.000000	1.000000	0.021300	0.112800	1.000000	0.016700	1.000000	1.000000	0.021500	0.108700	1.000000	0.016700
376	0	13.270105	1.325685	False	1.000000	1.000000	0.021500	0.108700	1.000000	0.016700	1.000000	1.000000	0.021600	0.110200	1.000000	0.016700
377	0	13.165657	1.315250	False	1.000000	1.000000	0.021600	0.110200	1.000000	0.016700	1.000000	1.000000	0.021500	0.109300	1.000000	0.016700
378	0	13.540404	1.352688	False	1.000000	1.000000	0.021500	0.109300	1.000000	0.016700	1.000000	1.000000	0.021600	0.110800	1.000000	0.016700
379	0	13.679684	1.366602	False	1.000000	1.000000	0.021600	0.110800	1.000000	0.016700	1.000000	1.000000	0.021700	0.109400	1.000000	0.016700
380	0	13.922238	1.390833	False	1.000000	1.000000	0.021700	0.109400	1.000000	0.016700	1.000000	1.000000	0.021900	0.108500	1.000000	0.016700
381	0	14.027125	1.401311	False	1.000000	1.000000	0.021900	0.108500	1.000000	0.016700	1.000000	1.000000	0.021800	0.106300	1.000000	0.016700
382	0	13.980174	1.396621	False	1.000000	1.000000	0.021800	0.106300	1.000000	0.016700	1.000000	1.000000	0.022100	0.104300	1.000000	0.016700
383	0	14.243318	1.422909	False	1.000000	1.000000	0.022100	0.104300	1.000000	0.016700	1.000000	1.000000	0.022100	0.106600	1.000000	0.016700
384	4	14.301516	1.428723	False	1.000000	1.000000	0.022100	0.106600	1.000000	0.016700	1.000000	1.000000	0.022100	0.103000	1.000000	0.033300
385	0	14.338620	1.432430	False	1.000000	1.000000	0.022100	0.103000	1.000000	0.033300	1.000000	1.000000	0.022300	0.099200	1.000000	0.016700
386	0	14.331173	1.431686	False	1.000000	1.000000	0.022300	0.099200	1.000000	0.016700	1.000000	1.000000	0.022500	0.098300	1.000000	0.016700
387	0	14.336088	1.432177	False	1.000000	1.000000	0.022500	0.098300	1.000000	0.016700	1.000000	1.000000	0.022600	0.096200	1.000000	0.016700
388	0	14.164452	1.415030	False	1.000000	1.000000	0.022600	0.096200	1.000000	0.016700	1.000000	1.000000	0.022600	0.096900	1.000000	0.016700
389	0	14.158664	1.414452	False	1.000000	1.000000	0.022600	0.096900	1.000000	0.016700	1.000000	1.000000	0.022800	0.099300	1.000000	0.016700
390	0	14.088924	1.407485	False	1.000000	1.000000	0.022800	0.099300	1.000000	0.016700	1.000000	1.000000	0.022800	0.101800	1.000000	0.016700
391	0	14.429102	1.441469	False	1.000000	1.000000	0.022800	0.101800	1.000000	0.016700	1.000000	1.000000	0.022800	0.102200	1.000000	0.016700
392	0	14.736674	1.472195	False	1.000000	1.000000	0.022800	0.102200	1.000000	0.016700	1.000000	1.000000	0.023100	0.101300	1.000000	0.016700
393	0	14.698819	1.468413	False	1.000000	1.000000	0.023100	0.101300	1.000000	0.016700	1.000000	1.000000	0.023200	0.099600	1.000000	0.016700
394	0	14.716713	1.470201	False	1.000000	1.000000	0.023200	0.099600	1.000000	0.016700	1.000000	1.000000	0.023200	0.099400	1.000000	0.016700
395	0	14.586300	1.457173	False	1.000000	1.000000	0.023200	0.099400	1.000000	0.016700	1.000000	1.000000	0.023400	0.096600	1.000000	0.016700
396	0	14.888522	1.487365	False	1.000000	1.000000	0.023400	0.096600	1.000000	0.016700	1.000000	1.000000	0.023400	0.095000	1.000000	0.016700
397	0	15.014570	1.641116	False	1.000000	1.000000	0.023400	0.095000	1.000000	0.016700	1.000000	1.000000	0.023500	0.097100	1.000000	0.016700
398	0	15.023307	2.838257	False	1.000000	1.000000	0.023500	0.097100	1.000000	0.016700	1.000000	1.000000	0.023700	0.094600	1.000000	0.016700
399	0	15.213458	1.519826	False	1.000000	1.000000	0.023700	0.094600	1.000000	0.016700	1.000000	1.000000	0.023900	0.092900	1.000000	0.016700
400	0	15.358488	1.534314	False	1.000000	1.000000	0.023900	0.092900	1.000000	0.016700	1.000000	1.000000	0.023800	0.093000	1.000000	0.016700
401	0	15.560538	1.554499	False	1.000000	1.000000	0.023800	0.093000	1.000000	0.016700	1.000000	1.000000	0.023900	0.093100	1.000000	0.016700
402	0	15.521001	2.948362	False	1.000000	1.000000	0.023900	0.093100	1.000000	0.016700	1.000000	1.000000	0.023800	0.094000	1.000000	0.016700
403	0	15.735677	1.571996	False	1.000000	1.000000	0.023800	0.094000	1.000000	0.016700	1.000000	1.000000	0.024000	0.095400	1.000000	0.016700
404	0	15.703490	1.731547	False	1.000000	1.000000	0.024000	0.095400	1.000000	0.016700	1.000000	1.000000	0.023900	0.095000	1.000000	0.016700
405	0	15.660279	3.106787	False	1.000000	1.000000	0.023900	0.095000	1.000000	0.016700	1.000000	1.000000	0.024200	0.094600	1.000000	0.016700
406	0	15.813462	1.579766	False	1.000000	1.000000	0.024200	0.094600	1.000000	0.016700	1.000000	1.000000	0.024100	0.094900	1.000000	0.016700
407	0	15.995615	1.597963	False	1.000000	1.000000	0.024100	0.094900	1.000000	0.016700	1.000000	1.000000	0.024100	0.093200	1.000000	0.016700
408	0	15.804013	1.578823	False	1.000000	1.000000	0.024100	0.093200	1.000000	0.016700	1.000000	1.000000	0.024300	0.092000	1.000000	0.016700
409	0	16.047632	1.603160	False	1.000000	1.000000	0.024300	0.092000	1.000000	0.016700	1.000000	1.000000	0.024300	0.089300	1.000000	0.016700
410	0	15.970497	1.595454	False	1.000000	1.000000	0.024300	0.089300	1.000000	0.016700	1.000000	1.000000	0.024500	0.091000	1.000000	0.016700
411	0	16.364508	1.634816	False	1.000000	1.000000	0.024500	0.091000	1.000000	0.016700	1.000000	1.000000	0.024700	0.087000	1.000000	0.016700
412	0	16.263551	1.624730	False	1.000000	1.000000	0.024700	0.087000	1.000000	0.016700	1.000000	1.000000	0.024700	0.089100	1.000000	0.016700
413	0	16.223636	1.620743	False	1.000000	1.000000	0.024700	0.089100	1.000000	0.016700	1.000000	1.000000	0.024900	0.089300	1.000000	0.016700
414	0	16.030370	1.601436	False	1.000000	1.000000	0.024900	0.089300	1.000000	0.016700	1.000000	1.000000	0.025000	0.088700	1.000000	0.016700
415	0	16.060489	1.604444	False	1.000000	1.000000	0.025000	0.088700	1.000000	0.016700	1.000000	1.000000	0.025200	0.089000	1.000000	0.016700
416	0	16.027373	1.601136	False	1.000000	1.000000	0.025200	0.089000	1.000000	0.016700	1.000000	1.000000	0.025100	0.088700	1.000000	0.016700
417	0	15.526024	1.551051	False	1.000000	1.000000	0.025100	0.088700	1.000000	0.016700	1.000000	1.000000	0.025300	0.086000	1.000000	0.016700
418	0	15.640853	1.562523	False	1.000000	1.000000	0.025300	0.086000	1.000000	0.016700	1.000000	1.000000	0.025400	0.083700	1.000000	0.016700
419	0	15.298285	1.528300	False	1.000000	1.000000	0.025400	0.083700	1.000000	0.016700	1.000000	1.000000	0.025400	0.082600	1.000000	0.016700
420	0	15.103514	1.508843	False	1.000000	1.000000	0.025400	0.082600	1.000000	0.016700	1.000000	1.000000	0.025500	0.083000	1.000000	0.016700
421	0	15.103772	1.508868	False	1.000000	1.000000	0.025500	0.083000	1.000000	0.016700	1.000000	1.000000	0.025600	0.083500	1.000000	0.016700
422	0	15.062038	1.504699	False	1.000000	1.000000	0.025600	0.083500	1.000000	0.016700	1.000000	1.000000	0.025600	0.082100	1.000000	0.016700
423	0	15.123374	1.510827	False	1.000000	1.000000	0.025600	0.082100	1.000000	0.016700	1.000000	1.000000	0.025800	0.080700	1.000000	0.016700
424	0	15.328896	1.531358	False	1.000000	1.000000	0.025800	0.080700	1.000000	0.016700	1.000000	1.000000	0.026100	0.081800	1.000000	0.016700
425	0	15.469056	1.545360	False	1.000000	1.000000	0.026100	0.081800	1.000000	0.016700	1.000000	1.000000	0.026200	0.084100	1.000000	0.016700
426	0	15.249480	1.523425	False	1.000000	1.000000	0.026200	0.084100	1.000000	0.016700	1.000000	1.000000	0.026300	0.085000	1.000000	0.016700
427	0	15.290059	1.527478	False	1.000000	1.000000	0.026300	0.085000	1.000000	0.016700	1.000000	1.000000	0.026300	0.086100	1.000000	0.016700
428	0	15.048370	1.503334	False	1.000000	1.000000	0.026300	0.086100	1.000000	0.016700	1.000000	1.000000	0.026300	0.084700	1.000000	0.016700
429	0	14.917772	1.490287	False	1.000000	1.000000	0.026300	0.084700	1.000000	0.016700	1.000000	1.000000	0.026400	0.085500	1.000000	0.016700
430	0	14.799799	1.478501	False	1.000000	1.000000	0.026400	0.085500	1.000000	0.016700	1.000000	1.000000	0.026400	0.085600	1.000000	0.016700
431	0	14.880120	1.486526	False	1.000000	1.000000	0.026400	0.085600	1.000000	0.016700	1.000000	1.000000	0.026500	0.082200	1.000000	0.016700
432	0	15.074876	1.505982	False	1.000000	1.000000	0.026500	0.082200	1.000000	0.016700	1.000000	1.000000	0.026500	0.077800	1.000000	0.016700
433	0	15.067020	1.505197	False	1.000000	1.000000	0.026500	0.077800	1.000000	0.016700	1.000000	1.000000	0.026500	0.078000	1.000000	0.016700
434	0	14.703922	1.468923	False	1.000000	1.000000	0.026500	0.078000	1.000000	0.016700	1.000000	1.000000	0.026500	0.079800	1.000000	0.016700
435	0	15.037455	1.502243	False	1.000000	1.000000	0.026500	0.079800	1.000000	0.016700	1.000000	1.000000	0.026800	0.078900	1.000000	0.016700
436	0	14.918125	1.490322	False	1.000000	1.000000	0.026800	0.078900	1.000000	0.016700	1.000000	1.000000	0.026800	0.078200	1.000000	0.016700
437	0	15.290834	1.527556	False	1.000000	1.000000	0.026800	0.078200	1.000000	0.016700	1.000000	1.000000	0.027100	0.075700	1.000000	0.016700
438	0	15.070846	1.505579	False	1.000000	1.000000	0.027100	0.075700	1.000000	0.016700	1.000000	1.000000	0.027200	0.075700	1.000000	0.016700
439	0	14.990500	1.497552	False	1.000000	1.000000	0.027200	0.075700	1.000000	0.016700	1.000000	1.000000	0.027300	0.075000	1.000000	0.016700
440	0	15.268659	1.525341	False	1.000000	1.000000	0.027300	0.075000	1.000000	0.016700	1.000000	1.000000	0.027300	0.073300	1.000000	0.016700
441	0	14.855418	1.484058	False	1.000000	1.000000	0.027300	0.073300	1.000000	0.016700	1.000000	1.000000	0.027600	0.072800	1.000000	0.016700
442	0	15.071539	1.505648	False	1.000000	1.000000	0.027600	0.072800	1.000000	0.016700	1.000000	1.000000	0.027500	0.075100	1.000000	0.016700
443	0	14.834526	1.481971	False	1.000000	1.000000	0.027500	0.075100	1.000000	0.016700	1.000000	1.000000	0.027600	0.075100	1.000000	0.016700
444	0	14.938532	1.492361	False	1.000000	1.000000	0.027600	0.075100	1.000000	0.016700	1.000000	1.000000	0.027700	0.075100	1.000000	0.016700
445	0	15.218405	1.520320	False	1.000000	1.000000	0.027700	0.075100	1.000000	0.016700	1.000000	1.000000	0.027700	0.074800	1.000000	0.016700
446	0	15.212314	1.519712	False	1.000000	1.000000	0.027700	0.074800	1.000000	0.016700	1.000000	1.000000	0.027700	0.074600	1.000000	0.016700
447	0	15.483387	1.546792	False	1.000000	1.000000	0.027700	0.074600	1.000000	0.016700	1.000000	1.000000	0.027900	0.070800	1.000000	0.016700
448	0	15.421704	1.540630	False	1.000000	1.000000	0.027900	0.070800	1.000000	0.016700	1.000000	1.000000	0.027800	0.071400	1.000000	0.016700
449	0	14.971176	1.495622	False	1.000000	1.000000	0.027800	0.071400	1.000000	0.016700	1.000000	1.000000	0.028000	0.072400	1.000000	0.016700
450	0	15.040178	1.502515	False	1.000000	1.000000	0.028000	0.072400	1.000000	0.016700	1.000000	1.000000	0.028200	0.072400	1.000000	0.016700
451	0	15.134039	1.511892	False	1.000000	1.000000	0.028200	0.072400	1.000000	0.016700	1.000000	1.000000	0.028400	0.074100	1.000000	0.016700
452	0	15.371950	1.535659	False	1.000000	1.000000	0.028400	0.074100	1.000000	0.016700	1.000000	1.000000	0.028500	0.073900	1.000000	0.016700
453	0	15.543194	2.933617	False	1.000000	1.000000	0.028500	0.073900	1.000000	0.016700	1.000000	1.000000	0.028500	0.074400	1.000000	0.016700
454	0	15.775237	1.575948	False	1.000000	1.000000	0.028500	0.074400	1.000000	0.016700	1.000000	1.000000	0.028600	0.074500	1.000000	0.016700
455	0	16.186389	1.617022	False	1.000000	1.000000	0.028600	0.074500	1.000000	0.016700	1.000000	1.000000	0.028700	0.072800	1.000000	0.016700
456	0	16.254478	1.623824	False	1.000000	1.000000	0.028700	0.072800	1.000000	0.016700	1.000000	1.000000	0.028500	0.075000	1.000000	0.016700
457	0	16.524300	1.650779	False	1.000000	1.000000	0.028500	0.075000	1.000000	0.016700	1.000000	1.000000	0.028800	0.074600	1.000000	0.016700
458	0	16.755248	1.673851	False	1.000000	1.000000	0.028800	0.074600	1.000000	0.016700	1.000000	1.000000	0.028800	0.074500	1.000000	0.016700
459	0	16.750082	1.673335	False	1.000000	1.000000	0.028800	0.074500	1.000000	0.016700	1.000000	1.000000	0.028900	0.072200	1.000000	0.016700
460	0	16.856258	1.683942	False	1.000000	1.000000	0.028900	0.072200	1.000000	0.016700	1.000000	1.000000	0.029000	0.070500	1.000000	0.016700
461	0	17.194276	1.717710	False	1.000000	1.000000	0.029000	0.070500	1.000000	0.016700	1.000000	1.000000	0.029100	0.068600	1.000000	0.016700
462	0	17.602407	1.758482	False	1.000000	1.000000	0.029100	0.068600	1.000000	0.016700	1.000000	1.000000	0.029000	0.068800	1.000000	0.016700
463	0	18.054640	1.803660	False	1.000000	1.000000	0.029000	0.068800	1.000000	0.016700	1.000000	1.000000	0.029200	0.067300	1.000000	0.016700
464	0	17.899570	1.788169	False	1.000000	1.000000	0.029200	0.067300	1.000000	0.016700	1.000000	1.000000	0.029200	0.067100	1.000000	0.016700
465	0	18.221194	1.820299	False	1.000000	1.000000	0.029200	0.067100	1.000000	0.016700	1.000000	1.000000	0.029200	0.066400	1.000000	0.016700
466	0	18.398439	1.838006	False	1.000000	1.000000	0.029200	0.066400	1.000000	0.016700	1.000000	1.000000	0.029400	0.064900	1.000000	0.016700
467	0	18.953563	1.893463	False	1.000000	1.000000	0.029400	0.064900	1.000000	0.016700	1.000000	1.000000	0.029500	0.067100	1.000000	0.016700
468	0	18.692283	2.037067	False	1.000000	1.000000	0.029500	0.067100	1.000000	0.016700	1.000000	1.000000	0.029500	0.066600	1.000000	0.016700
469	0	18.948856	3.500812	False	1.000000	1.000000	0.029500	0.066600	1.000000	0.016700	1.000000	1.000000	0.029500	0.067700	1.000000	0.016700
470	0	19.102745	1.908366	False	1.000000	1.000000	0.029500	0.067700	1.000000	0.016700	1.000000	1.000000	0.029700	0.067500	1.000000	0.016700
471	0	19.545587	1.952606	False	1.000000	1.000000	0.029700	0.067500	1.000000	0.016700	1.000000	1.000000	0.029800	0.069200	1.000000	0.016700
472	0	19.651973	1.963234	False	1.000000	1.000000	0.029800	0.069200	1.000000	0.016700	1.000000	1.000000	0.029900	0.067900	1.000000	0.016700
473	0	20.069753	2.004970	False	1.000000	1.000000	0.029900	0.067900	1.000000	0.016700	1.000000	1.000000	0.030100	0.067500	1.000000	0.016700
474	0	20.465548	2.044510	False	1.000000	1.000000	0.030100	0.067500	1.000000	0.016700	1.000000	1.000000	0.030200	0.065100	1.000000	0.016700
475	0	19.682546	1.966288	False	1.000000	1.000000	0.030200	0.065100	1.000000	0.016700	1.000000	1.000000	0.030200	0.065100	1.000000	0.016700
476	0	19.910572	1.989068	False	1.000000	1.000000	0.030200	0.065100	1.000000	0.016700	1.000000	1.000000	0.030300	0.063100	1.000000	0.016700
477	0	20.348346	2.032802	False	1.000000	1.000000	0.030300	0.063100	1.000000	0.016700	1.000000	1.000000	0.030500	0.064700	1.000000	0.016700
478	0	20.380880	2.036052	False	1.000000	1.000000	0.030500	0.064700	1.000000	0.016700	1.000000	1.000000	0.030500	0.063800	1.000000	0.016700
479	0	20.616456	2.059586	False	1.000000	1.000000	0.030500	0.063800	1.000000	0.016700	1.000000	1.000000	0.030600	0.064900	1.000000	0.016700
480	0	20.701949	2.068127	False	1.000000	1.000000	0.030600	0.064900	1.000000	0.016700	1.000000	1.000000	0.030500	0.065900	1.000000	0.016700
481	0	20.672963	2.065231	False	1.000000	1.000000	0.030500	0.065900	1.000000	0.016700	1.000000	1.000000	0.030800	0.063900	1.000000	0.016700
482	0	20.692179	2.067151	False	1.000000	1.000000	0.030800	0.063900	1.000000	0.016700	1.000000	1.000000	0.030800	0.064400	1.000000	0.016700
483	0	20.718683	2.069799	False	1.000000	1.000000	0.030800	0.064400	1.000000	0.016700	1.000000	1.000000	0.031000	0.063400	1.000000	0.016700
484	0	20.831870	2.081106	False	1.000000	1.000000	0.031000	0.063400	1.000000	0.016700	1.000000	1.000000	0.031000	0.061700	1.000000	0.016700
485	0	20.810535	2.078974	False	1.000000	1.000000	0.031000	0.061700	1.000000	0.016700	1.000000	1.000000	0.031200	0.061100	1.000000	0.016700
486	0	20.561935	2.054139	False	1.000000	1.000000	0.031200	0.061100	1.000000	0.016700	1.000000	1.000000	0.031200	0.059900	1.000000	0.016700
487	0	20.401723	2.038134	False	1.000000	1.000000	0.031200	0.059900	1.000000	0.016700	1.000000	1.000000	0.031500	0.057400	1.000000	0.016700
488	0	20.310590	2.029030	False	1.000000	1.000000	0.031500	0.057400	1.000000	0.016700	1.000000	1.000000	0.031400	0.057200	1.000000	0.016700
489	0	20.397173	2.037680	False	1.000000	1.000000	0.031400	0.057200	1.000000	0.016700	1.000000	1.000000	0.031600	0.056300	1.000000	0.016700
490	0	20.653418	2.063279	False	1.000000	1.000000	0.031600	0.056300	1.000000	0.016700	1.000000	1.000000	0.031900	0.054800	1.000000	0.016700
491	0	20.819135	2.079834	False	1.000000	1.000000	0.031900	0.054800	1.000000	0.016700	1.000000	1.000000	0.032100	0.056300	1.000000	0.016700
492	0	20.628407	2.060780	False	1.000000	1.000000	0.032100	0.056300	1.000000	0.016700	1.000000	1.000000	0.032100	0.056800	1.000000	0.016700
493	0	20.305450	2.028516	False	1.000000	1.000000	0.032100	0.056800	1.000000	0.016700	1.000000	1.000000	0.032300	0.058900	1.000000	0.016700
494	0	20.500359	2.047988	False	1.000000	1.000000	0.032300	0.058900	1.000000	0.016700	1.000000	1.000000	0.032300	0.058700	1.000000	0.016700
495	0	20.189512	2.016934	False	1.000000	1.000000	0.032300	0.058700	1.000000	0.016700	1.000000	1.000000	0.032400	0.059000	1.000000	0.016700
496	0	20.185985	2.016582	False	1.000000	1.000000	0.032400	0.059000	1.000000	0.016700	1.000000	1.000000	0.032500	0.060000	1.000000	0.016700
497	0	20.104321	2.008424	False	1.000000	1.000000	0.032500	0.060000	1.000000	0.016700	1.000000	1.000000	0.032700	0.058600	1.000000	0.016700
498	0	20.325472	2.030517	False	1.000000	1.000000	0.032700	0.058600	1.000000	0.016700	1.000000	1.000000	0.032800	0.056900	1.000000	0.016700
499	0	20.582407	2.056184	False	1.000000	1.000000	0.032800	0.056900	1.000000	0.016700	1.000000	1.000000	0.032800	0.056800	1.000000	0.016700
500	0	20.610794	2.059020	False	1.000000	1.000000	0.032800	0.056800	1.000000	0.016700	1.000000	1.000000	0.033000	0.057600	1.000000	0.016700
501	0	20.701485	2.068080	False	1.000000	1.000000	0.033000	0.057600	1.000000	0.016700	1.000000	1.000000	0.033100	0.057000	1.000000	0.016700
502	0	20.847764	2.082694	False	1.000000	1.000000	0.033100	0.057000	1.000000	0.016700	1.000000	1.000000	0.033100	0.055500	1.000000	0.016700
503	0	20.533678	2.051316	False	1.000000	1.000000	0.033100	0.055500	1.000000	0.016700	1.000000	1.000000	0.033300	0.053400	1.000000	0.016700
504	0	20.454900	2.043447	False	1.000000	1.000000	0.033300	0.053400	1.000000	0.016700	1.000000	1.000000	0.033300	0.053800	1.000000	0.016700
505	0	20.719068	2.069837	False	1.000000	1.000000	0.033300	0.053800	1.000000	0.016700	1.000000	1.000000	0.033400	0.054100	1.000000	0.016700
506	0	20.612000	2.059141	False	1.000000	1.000000	0.033400	0.054100	1.000000	0.016700	1.000000	1.000000	0.033400	0.054000	1.000000	0.016700
507	0	20.590299	2.056973	False	1.000000	1.000000	0.033400	0.054000	1.000000	0.016700	1.000000	1.000000	0.033600	0.054600	1.000000	0.016700
508	0	20.550998	2.053047	False	1.000000	1.000000	0.033600	0.054600	1.000000	0.016700	1.000000	1.000000	0.033500	0.056000	1.000000	0.016700
509	0	20.509413	2.048892	False	1.000000	1.000000	0.033500	0.056000	1.000000	0.016700	1.000000	1.000000	0.033600	0.054800	1.000000	0.016700
510	0	20.127640	2.010753	False	1.000000	1.000000	0.033600	0.054800	1.000000	0.016700	1.000000	1.000000	0.033700	0.055300	1.000000	0.016700
511	0	20.215965	2.019577	False	1.000000	1.000000	0.033700	0.055300	1.000000	0.016700	1.000000	1.000000	0.033800	0.053900	1.000000	0.016700
512	0	20.080805	2.006074	False	1.000000	1.000000	0.033800	0.053900	1.000000	0.016700	1.000000	1.000000	0.033800	0.053600	1.000000	0.016700
513	0	19.883563	1.986370	False	1.000000	1.000000	0.033800	0.053600	1.000000	0.016700	1.000000	1.000000	0.034100	0.053100	1.000000	0.016700
514	0	20.127168	2.010706	False	1.000000	1.000000	0.034100	0.053100	1.000000	0.016700	1.000000	1.000000	0.034100	0.052300	1.000000	0.016700
515	0	19.902510	1.988263	False	1.000000	1.000000	0.034100	0.052300	1.000000	0.016700	1.000000	1.000000	0.034300	0.053000	1.000000	0.016700
516	0	19.397915	1.937854	False	1.000000	1.000000	0.034300	0.053000	1.000000	0.016700	1.000000	1.000000	0.034400	0.053800	1.000000	0.016700
517	0	19.357480	1.933814	False	1.000000	1.000000	0.034400	0.053800	1.000000	0.016700	1.000000	1.000000	0.034400	0.055000	1.000000	0.016700
518	0	19.455484	1.943605	False	1.000000	1.000000	0.034400	0.055000	1.000000	0.016700	1.000000	1.000000	0.034500	0.055000	1.000000	0.016700
519	0	19.092512	1.907344	False	1.000000	1.000000	0.034500	0.055000	1.000000	0.016700	1.000000	1.000000	0.034600	0.053000	1.000000	0.016700
520	0	19.061491	1.904245	False	1.000000	1.000000	0.034600	0.053000	1.000000	0.016700	1.000000	1.000000	0.034800	0.053000	1.000000	0.016700
521	0	19.210118	1.919093	False	1.000000	1.000000	0.034800	0.053000	1.000000	0.016700	1.000000	1.000000	0.034900	0.052200	1.000000	0.016700
522	0	18.897673	1.887879	False	1.000000	1.000000	0.034900	0.052200	1.000000	0.016700	1.000000	1.000000	0.034800	0.051300	1.000000	0.016700
523	0	18.667601	1.864895	False	1.000000	1.000000	0.034800	0.051300	1.000000	0.016700	1.000000	1.000000	0.035100	0.051200	1.000000	0.016700
524	0	18.475351	1.845689	False	1.000000	1.000000	0.035100	0.051200	1.000000	0.016700	1.000000	1.000000	0.035100	0.050700	1.000000	0.016700
525	0	18.180757	3.475936	False	1.000000	1.000000	0.035100	0.050700	1.000000	0.016700	1.000000	1.000000	0.035100	0.049500	1.000000	0.016700
526	0	18.010863	1.799287	False	1.000000	1.000000	0.035100	0.049500	1.000000	0.016700	1.000000	1.000000	0.035200	0.049700	1.000000	0.016700
527	0	17.674672	1.765701	False	1.000000	1.000000	0.035200	0.049700	1.000000	0.016700	1.000000	1.000000	0.035200	0.047300	1.000000	0.016700
528	0	17.778387	1.776063	False	1.000000	1.000000	0.035200	0.047300	1.000000	0.016700	1.000000	1.000000	0.035500	0.046800	1.000000	0.016700
529	0	17.678071	1.766041	False	1.000000	1.000000	0.035500	0.046800	1.000000	0.016700	1.000000	1.000000	0.035800	0.048100	1.000000	0.016700
530	0	17.835709	1.781789	False	1.000000	1.000000	0.035800	0.048100	1.000000	0.016700	1.000000	1.000000	0.035800	0.049400	1.000000	0.016700
531	0	17.567925	1.755038	False	1.000000	1.000000	0.035800	0.049400	1.000000	0.016700	1.000000	1.000000	0.035800	0.049900	1.000000	0.016700
532	0	17.576209	1.755865	False	1.000000	1.000000	0.035800	0.049900	1.000000	0.016700	1.000000	1.000000	0.035800	0.050400	1.000000	0.016700
533	0	17.426349	1.740894	False	1.000000	1.000000	0.035800	0.050400	1.000000	0.016700	1.000000	1.000000	0.036200	0.048700	1.000000	0.016700
534	0	17.004608	1.698762	False	1.000000	1.000000	0.036200	0.048700	1.000000	0.016700	1.000000	1.000000	0.036000	0.049200	1.000000	0.016700
535	0	16.645195	1.831958	False	1.000000	1.000000	0.036000	0.049200	1.000000	0.016700	1.000000	1.000000	0.036100	0.048400	1.000000	0.016700
536	0	16.574902	3.258148	False	1.000000	1.000000	0.036100	0.048400	1.000000	0.016700	1.000000	1.000000	0.036200	0.047800	1.000000	0.016700
537	0	16.638488	1.662187	False	1.000000	1.000000	0.036200	0.047800	1.000000	0.016700	1.000000	1.000000	0.036300	0.047000	1.000000	0.016700
538	0	16.510612	1.649412	False	1.000000	1.000000	0.036300	0.047000	1.000000	0.016700	1.000000	1.000000	0.036100	0.047200	1.000000	0.016700
539	0	16.310655	1.629436	False	1.000000	1.000000	0.036100	0.047200	1.000000	0.016700	1.000000	1.000000	0.036400	0.047300	1.000000	0.016700
540	0	16.290422	1.627415	False	1.000000	1.000000	0.036400	0.047300	1.000000	0.016700	1.000000	1.000000	0.036200	0.046800	1.000000	0.016700
541	0	15.993331	1.597735	False	1.000000	1.000000	0.036200	0.046800	1.000000	0.016700	1.000000	1.000000	0.036500	0.046700	1.000000	0.016700
