episode_step	action	reward	q_value	done	state_time_norm	state_queue_norm	state_wait_norm	state_density_norm	state_speed_norm	state_flow_norm	next_state_time_norm	next_state_queue_norm	next_state_wait_norm	next_state_density_norm	next_state_speed_norm	next_state_flow_norm
178	0	17.833808	1.781599	False	1.000000	1.000000	0.026600	0.074400	1.000000	0.016700	1.000000	1.000000	0.026800	0.075600	1.000000	0.016700
179	0	17.868828	1.785098	False	1.000000	1.000000	0.026800	0.075600	1.000000	0.016700	1.000000	1.000000	0.026900	0.075700	1.000000	0.016700
180	0	17.881991	1.786413	False	1.000000	1.000000	0.026900	0.075700	1.000000	0.016700	1.000000	1.000000	0.027100	0.076000	1.000000	0.016700
181	0	17.733768	1.771605	False	1.000000	1.000000	0.027100	0.076000	1.000000	0.016700	1.000000	1.000000	0.027000	0.075500	1.000000	0.016700
182	0	17.683160	1.766549	False	1.000000	1.000000	0.027000	0.075500	1.000000	0.016700	1.000000	1.000000	0.027300	0.076300	1.000000	0.016700
183	0	17.920929	1.959740	False	1.000000	1.000000	0.027300	0.076300	1.000000	0.016700	1.000000	1.000000	0.027300	0.075900	1.000000	0.016700
184	0	17.963931	3.399966	False	1.000000	1.000000	0.027300	0.075900	1.000000	0.016700	1.000000	1.000000	0.027400	0.075900	1.000000	0.016700
185	0	17.963342	1.794540	False	1.000000	1.000000	0.027400	0.075900	1.000000	0.016700	1.000000	1.000000	0.027500	0.074700	1.000000	0.016700
186	0	17.731988	1.771427	False	1.000000	1.000000	0.027500	0.074700	1.000000	0.016700	1.000000	1.000000	0.027600	0.074000	1.000000	0.016700
187	0	17.457438	1.744000	False	1.000000	1.000000	0.027600	0.074000	1.000000	0.016700	1.000000	1.000000	0.027500	0.072900	1.000000	0.016700
188	0	17.411219	1.739382	False	1.000000	1.000000	0.027500	0.072900	1.000000	0.016700	1.000000	1.000000	0.027700	0.070400	1.000000	0.016700
189	0	17.602323	1.758474	False	1.000000	1.000000	0.027700	0.070400	1.000000	0.016700	1.000000	1.000000	0.027900	0.068600	1.000000	0.016700
190	0	17.729258	1.771155	False	1.000000	1.000000	0.027900	0.068600	1.000000	0.016700	1.000000	1.000000	0.027900	0.070500	1.000000	0.016700
191	0	17.510038	1.749255	False	1.000000	1.000000	0.027900	0.070500	1.000000	0.016700	1.000000	1.000000	0.028000	0.070100	1.000000	0.016700
192	0	17.363596	1.734625	False	1.000000	1.000000	0.028000	0.070100	1.000000	0.016700	1.000000	1.000000	0.028200	0.071200	1.000000	0.016700
193	0	17.405749	1.738836	False	1.000000	1.000000	0.028200	0.071200	1.000000	0.016700	1.000000	1.000000	0.028400	0.071500	1.000000	0.016700
194	0	17.139441	1.712232	False	1.000000	1.000000	0.028400	0.071500	1.000000	0.016700	1.000000	1.000000	0.028600	0.068900	1.000000	0.016700
195	4	17.229170	1.721196	False	1.000000	1.000000	0.028600	0.068900	1.000000	0.016700	1.000000	1.000000	0.028800	0.068300	1.000000	0.033300
196	0	16.823401	1.680659	False	1.000000	1.000000	0.028800	0.068300	1.000000	0.033300	1.000000	1.000000	0.028800	0.068800	1.000000	0.016700
197	4	17.091336	1.707426	False	1.000000	1.000000	0.028800	0.068800	1.000000	0.016700	1.000000	1.000000	0.028800	0.070700	1.000000	0.033300
198	0	16.922564	1.690566	False	1.000000	1.000000	0.028800	0.070700	1.000000	0.033300	1.000000	1.000000	0.028900	0.071100	1.000000	0.016700
199	0	16.676936	1.666028	False	1.000000	1.000000	0.028900	0.071100	1.000000	0.016700	1.000000	1.000000	0.028900	0.071900	1.000000	0.016700
200	0	16.722562	1.670586	False	1.000000	1.000000	0.028900	0.071900	1.000000	0.016700	1.000000	1.000000	0.029100	0.069100	1.000000	0.016700
201	0	16.584715	1.656815	False	1.000000	1.000000	0.029100	0.069100	1.000000	0.016700	1.000000	1.000000	0.029000	0.069400	1.000000	0.016700
202	0	16.719897	1.670319	False	1.000000	1.000000	0.029000	0.069400	1.000000	0.016700	1.000000	1.000000	0.029100	0.067800	1.000000	0.016700
203	0	16.615006	1.659841	False	1.000000	1.000000	0.029100	0.067800	1.000000	0.016700	1.000000	1.000000	0.029200	0.068000	1.000000	0.016700
204	0	16.542712	1.652619	False	1.000000	1.000000	0.029200	0.068000	1.000000	0.016700	1.000000	1.000000	0.029200	0.065400	1.000000	0.016700
205	0	16.326939	1.631063	False	1.000000	1.000000	0.029200	0.065400	1.000000	0.016700	1.000000	1.000000	0.029300	0.065900	1.000000	0.016700
206	0	16.028088	1.601208	False	1.000000	1.000000	0.029300	0.065900	1.000000	0.016700	1.000000	1.000000	0.029500	0.064200	1.000000	0.016700
207	0	15.996633	1.598065	False	1.000000	1.000000	0.029500	0.064200	1.000000	0.016700	1.000000	1.000000	0.029600	0.061300	1.000000	0.016700
208	0	16.119301	1.610320	False	1.000000	1.000000	0.029600	0.061300	1.000000	0.016700	1.000000	1.000000	0.029800	0.062600	1.000000	0.016700
209	0	16.176979	1.616082	False	1.000000	1.000000	0.029800	0.062600	1.000000	0.016700	1.000000	1.000000	0.029900	0.062000	1.000000	0.016700
210	0	15.981974	1.596601	False	1.000000	1.000000	0.029900	0.062000	1.000000	0.016700	1.000000	1.000000	0.030000	0.061900	1.000000	0.016700
211	0	15.843469	1.582764	False	1.000000	1.000000	0.030000	0.061900	1.000000	0.016700	1.000000	1.000000	0.030100	0.062900	1.000000	0.016700
212	0	15.844819	1.582899	False	1.000000	1.000000	0.030100	0.062900	1.000000	0.016700	1.000000	1.000000	0.030200	0.061600	1.000000	0.016700
213	0	15.782370	1.576660	False	1.000000	1.000000	0.030200	0.061600	1.000000	0.016700	1.000000	1.000000	0.030200	0.064700	1.000000	0.016700
214	0	16.077123	1.606106	False	1.000000	1.000000	0.030200	0.064700	1.000000	0.016700	1.000000	1.000000	0.030500	0.064200	1.000000	0.016700
215	0	15.632532	1.561691	False	1.000000	1.000000	0.030500	0.064200	1.000000	0.016700	1.000000	1.000000	0.030500	0.065100	1.000000	0.016700
216	0	15.701571	1.568589	False	1.000000	1.000000	0.030500	0.065100	1.000000	0.016700	1.000000	1.000000	0.030500	0.065100	1.000000	0.016700
217	4	15.812202	1.579641	False	1.000000	1.000000	0.030500	0.065100	1.000000	0.016700	1.000000	1.000000	0.030700	0.062400	1.000000	0.033300
218	0	15.473783	1.545832	False	1.000000	1.000000	0.030700	0.062400	1.000000	0.033300	1.000000	1.000000	0.030700	0.061600	1.000000	0.016700
219	0	15.274623	1.525936	False	1.000000	1.000000	0.030700	0.061600	1.000000	0.016700	1.000000	1.000000	0.030900	0.061200	1.000000	0.016700
220	0	15.271666	1.525641	False	1.000000	1.000000	0.030900	0.061200	1.000000	0.016700	1.000000	1.000000	0.031100	0.059300	1.000000	0.016700
221	0	14.916280	1.490138	False	1.000000	1.000000	0.031100	0.059300	1.000000	0.016700	1.000000	1.000000	0.031200	0.060600	1.000000	0.016700
222	0	14.384036	1.436967	False	1.000000	1.000000	0.031200	0.060600	1.000000	0.016700	1.000000	1.000000	0.031300	0.060100	1.000000	0.016700
223	0	14.507870	1.594157	False	1.000000	1.000000	0.031300	0.060100	1.000000	0.016700	1.000000	1.000000	0.031300	0.061700	1.000000	0.016700
224	0	14.133856	2.784212	False	1.000000	1.000000	0.031300	0.061700	1.000000	0.016700	1.000000	1.000000	0.031500	0.061700	1.000000	0.016700
225	0	14.184263	1.417009	False	1.000000	1.000000	0.031500	0.061700	1.000000	0.016700	1.000000	1.000000	0.031600	0.062500	1.000000	0.016700
226	0	14.023934	1.400992	False	1.000000	1.000000	0.031600	0.062500	1.000000	0.016700	1.000000	1.000000	0.031700	0.059900	1.000000	0.016700
227	0	14.033157	1.401914	False	1.000000	1.000000	0.031700	0.059900	1.000000	0.016700	1.000000	1.000000	0.032000	0.058300	1.000000	0.016700
228	0	14.018521	1.400452	False	1.000000	1.000000	0.032000	0.058300	1.000000	0.016700	1.000000	1.000000	0.032000	0.057000	1.000000	0.016700
229	0	13.708340	1.369465	False	1.000000	1.000000	0.032000	0.057000	1.000000	0.016700	1.000000	1.000000	0.032000	0.056700	1.000000	0.016700
230	0	13.670249	2.597088	False	1.000000	1.000000	0.032000	0.056700	1.000000	0.016700	1.000000	1.000000	0.032000	0.054500	1.000000	0.016700
231	0	13.485606	1.347213	False	1.000000	1.000000	0.032000	0.054500	1.000000	0.016700	1.000000	1.000000	0.032200	0.053200	1.000000	0.016700
232	0	13.483813	1.347034	False	1.000000	1.000000	0.032200	0.053200	1.000000	0.016700	1.000000	1.000000	0.032200	0.051600	1.000000	0.016700
233	0	13.347465	1.333413	False	1.000000	1.000000	0.032200	0.051600	1.000000	0.016700	1.000000	1.000000	0.032300	0.050900	1.000000	0.016700
234	0	12.989980	1.297700	False	1.000000	1.000000	0.032300	0.050900	1.000000	0.016700	1.000000	1.000000	0.032500	0.052000	1.000000	0.016700
235	0	12.931826	1.291891	False	1.000000	1.000000	0.032500	0.052000	1.000000	0.016700	1.000000	1.000000	0.032600	0.053700	1.000000	0.016700
236	0	12.869536	1.285668	False	1.000000	1.000000	0.032600	0.053700	1.000000	0.016700	1.000000	1.000000	0.032700	0.055100	1.000000	0.016700
237	0	12.841571	1.282874	False	1.000000	1.000000	0.032700	0.055100	1.000000	0.016700	1.000000	1.000000	0.032800	0.055100	1.000000	0.016700
238	0	12.508306	1.249581	False	1.000000	1.000000	0.032800	0.055100	1.000000	0.016700	1.000000	1.000000	0.032900	0.056600	1.000000	0.016700
239	0	12.307973	1.229568	False	1.000000	1.000000	0.032900	0.056600	1.000000	0.016700	1.000000	1.000000	0.032900	0.057900	1.000000	0.016700
240	0	12.112622	1.210052	False	1.000000	1.000000	0.032900	0.057900	1.000000	0.016700	1.000000	1.000000	0.033200	0.057200	1.000000	0.016700
241	0	12.021106	1.322926	False	1.000000	1.000000	0.033200	0.057200	1.000000	0.016700	1.000000	1.000000	0.033200	0.054200	1.000000	0.016700
242	0	11.710321	2.326052	False	1.000000	1.000000	0.033200	0.054200	1.000000	0.016700	1.000000	1.000000	0.033300	0.054600	1.000000	0.016700
243	0	11.521071	1.150956	False	1.000000	1.000000	0.033300	0.054600	1.000000	0.016700	1.000000	1.000000	0.033500	0.056100	1.000000	0.016700
244	0	11.429383	1.251028	False	1.000000	1.000000	0.033500	0.056100	1.000000	0.016700	1.000000	1.000000	0.033400	0.054800	1.000000	0.016700
245	0	11.079560	2.141835	False	1.000000	1.000000	0.033400	0.054800	1.000000	0.016700	1.000000	1.000000	0.033600	0.051100	1.000000	0.016700
246	0	10.811618	1.080082	False	1.000000	1.000000	0.033600	0.051100	1.000000	0.016700	1.000000	1.000000	0.033700	0.049200	1.000000	0.016700
247	0	10.908805	1.089791	False	1.000000	1.000000	0.033700	0.049200	1.000000	0.016700	1.000000	1.000000	0.033800	0.049600	1.000000	0.016700
248	0	11.021698	1.101069	False	1.000000	1.000000	0.033800	0.049600	1.000000	0.016700	1.000000	1.000000	0.033800	0.051400	1.000000	0.016700
249	0	10.837017	1.082619	False	1.000000	1.000000	0.033800	0.051400	1.000000	0.016700	1.000000	1.000000	0.033900	0.052000	1.000000	0.016700
250	0	10.621767	1.061116	False	1.000000	1.000000	0.033900	0.052000	1.000000	0.016700	1.000000	1.000000	0.034000	0.051500	1.000000	0.016700
251	0	10.637184	1.062656	False	1.000000	1.000000	0.034000	0.051500	1.000000	0.016700	1.000000	1.000000	0.034300	0.052400	1.000000	0.016700
252	0	10.563346	1.055279	False	1.000000	1.000000	0.034300	0.052400	1.000000	0.016700	1.000000	1.000000	0.034200	0.052700	1.000000	0.016700
253	0	10.619309	1.060870	False	1.000000	1.000000	0.034200	0.052700	1.000000	0.016700	1.000000	1.000000	0.034500	0.050600	1.000000	0.016700
254	0	10.336534	1.032621	False	1.000000	1.000000	0.034500	0.050600	1.000000	0.016700	1.000000	1.000000	0.034400	0.051100	1.000000	0.016700
255	0	10.070805	1.006074	False	1.000000	1.000000	0.034400	0.051100	1.000000	0.016700	1.000000	1.000000	0.034600	0.051600	1.000000	0.016700
256	0	9.692262	0.968258	False	1.000000	1.000000	0.034600	0.051600	1.000000	0.016700	1.000000	1.000000	0.034500	0.052500	1.000000	0.016700
257	0	9.531521	0.952200	False	1.000000	1.000000	0.034500	0.052500	1.000000	0.016700	1.000000	1.000000	0.034700	0.053000	1.000000	0.016700
258	0	9.115891	1.766940	False	1.000000	1.000000	0.034700	0.053000	1.000000	0.016700	1.000000	1.000000	0.034700	0.053800	1.000000	0.016700
259	0	9.112473	0.910337	False	1.000000	1.000000	0.034700	0.053800	1.000000	0.016700	1.000000	1.000000	0.035000	0.052900	1.000000	0.016700
260	0	9.397676	0.938829	False	1.000000	1.000000	0.035000	0.052900	1.000000	0.016700	1.000000	1.000000	0.034800	0.053400	1.000000	0.016700
261	0	9.343141	0.933381	False	1.000000	1.000000	0.034800	0.053400	1.000000	0.016700	1.000000	1.000000	0.035000	0.052300	1.000000	0.016700
262	0	9.703465	0.969377	False	1.000000	1.000000	0.035000	0.052300	1.000000	0.016700	1.000000	1.000000	0.034900	0.052900	1.000000	0.016700
263	0	10.001745	0.999175	False	1.000000	1.000000	0.034900	0.052900	1.000000	0.016700	1.000000	1.000000	0.035200	0.051500	1.000000	0.016700
264	0	10.348303	1.033797	False	1.000000	1.000000	0.035200	0.051500	1.000000	0.016700	1.000000	1.000000	0.035100	0.052600	1.000000	0.016700
265	0	0.275234	0.055321	False	0.333300	0.000000	0.000300	0.303100	0.200000	0.000000	0.000000	0.000000	0.000300	0.350500	0.200000	0.016700
266	0	0.327335	0.066901	False	0.000000	0.000000	0.000300	0.350500	0.200000	0.016700	0.133300	0.000000	0.000400	0.374700	0.280000	0.016700
267	0	0.506333	0.102920	False	0.133300	0.000000	0.000400	0.374700	0.280000	0.016700	0.333300	0.000000	0.000700	0.372700	0.480000	0.016700
268	0	0.723563	0.300951	False	0.333300	0.000000	0.000700	0.372700	0.480000	0.016700	0.000000	0.000000	0.000700	0.407100	0.480000	0.016700
269	0	17.280081	3.317724	False	0.000000	0.000000	0.000700	0.407100	0.480000	0.016700	0.833300	0.361100	0.006900	0.410200	1.000000	0.000000
270	0	4.135157	0.784565	False	0.833300	0.361100	0.006900	0.410200	1.000000	0.000000	1.000000	1.000000	0.011500	0.252300	1.000000	0.000000
271	1	-1.467630	-0.146470	False	1.000000	1.000000	0.011500	0.252300	1.000000	0.000000	1.000000	1.000000	0.011400	0.250700	1.000000	0.016700
272	1	-1.088562	-0.062570	False	1.000000	1.000000	0.011400	0.250700	1.000000	0.016700	1.000000	1.000000	0.011600	0.246900	1.000000	0.016700
273	0	4.863898	0.972611	False	1.000000	1.000000	0.011600	0.246900	1.000000	0.016700	1.000000	1.000000	0.011400	0.263800	1.000000	0.016700
274	0	5.255909	1.051474	False	1.000000	1.000000	0.011400	0.263800	1.000000	0.016700	1.000000	1.000000	0.011600	0.257800	1.000000	0.016700
275	0	5.729566	1.144994	False	1.000000	1.000000	0.011600	0.257800	1.000000	0.016700	1.000000	1.000000	0.011700	0.251100	1.000000	0.016700
276	0	6.115305	1.219247	False	1.000000	1.000000	0.011700	0.251100	1.000000	0.016700	1.000000	1.000000	0.011800	0.232600	1.000000	0.016700
277	0	6.227847	1.242029	False	1.000000	1.000000	0.011800	0.232600	1.000000	0.016700	1.000000	1.000000	0.011700	0.227700	1.000000	0.016700
278	0	6.378758	1.272580	False	1.000000	1.000000	0.011700	0.227700	1.000000	0.016700	1.000000	1.000000	0.011900	0.227500	1.000000	0.016700
279	0	6.581328	1.312328	False	1.000000	1.000000	0.011900	0.227500	1.000000	0.016700	1.000000	1.000000	0.012000	0.216700	1.000000	0.016700
280	0	6.720110	1.342077	False	1.000000	1.000000	0.012000	0.216700	1.000000	0.016700	1.000000	1.000000	0.012200	0.216200	1.000000	0.016700
281	3	7.080906	1.410637	False	1.000000	1.000000	0.012200	0.216200	1.000000	0.016700	1.000000	1.000000	0.012400	0.217800	1.000000	0.033300
282	0	7.092114	1.416210	False	1.000000	1.000000	0.012400	0.217800	1.000000	0.033300	1.000000	1.000000	0.012500	0.224200	1.000000	0.016700
283	4	7.455993	1.484219	False	1.000000	1.000000	0.012500	0.224200	1.000000	0.016700	1.000000	1.000000	0.012600	0.226000	1.000000	0.033300
284	3	7.347279	1.463020	False	1.000000	1.000000	0.012600	0.226000	1.000000	0.033300	1.000000	1.000000	0.012800	0.222600	1.000000	0.050000
285	0	7.286863	1.453252	False	1.000000	1.000000	0.012800	0.222600	1.000000	0.050000	1.000000	1.000000	0.012900	0.223700	1.000000	0.016700
286	1	7.465800	1.486675	False	1.000000	1.000000	0.012900	0.223700	1.000000	0.016700	1.000000	1.000000	0.012900	0.223600	1.000000	0.016700
287	0	7.410139	1.477045	False	1.000000	1.000000	0.012900	0.223600	1.000000	0.016700	1.000000	1.000000	0.013000	0.220300	1.000000	0.016700
288	0	7.508360	1.496204	False	1.000000	1.000000	0.013000	0.220300	1.000000	0.016700	1.000000	1.000000	0.012900	0.222700	1.000000	0.016700
289	0	7.563650	1.506082	False	1.000000	1.000000	0.012900	0.222700	1.000000	0.016700	1.000000	1.000000	0.013100	0.217300	1.000000	0.016700
290	0	7.499034	1.491806	False	1.000000	1.000000	0.013100	0.217300	1.000000	0.016700	1.000000	1.000000	0.013100	0.212100	1.000000	0.016700
291	0	7.286122	1.452800	False	1.000000	1.000000	0.013100	0.212100	1.000000	0.016700	1.000000	1.000000	0.013300	0.202200	1.000000	0.016700
292	1	7.432856	1.480836	False	1.000000	1.000000	0.013300	0.202200	1.000000	0.016700	1.000000	1.000000	0.013400	0.203700	1.000000	0.016700
293	0	7.453530	1.485476	False	1.000000	1.000000	0.013400	0.203700	1.000000	0.016700	1.000000	1.000000	0.013600	0.203100	1.000000	0.016700
294	0	7.529303	1.500088	False	1.000000	1.000000	0.013600	0.203100	1.000000	0.016700	1.000000	1.000000	0.013700	0.204600	1.000000	0.016700
295	0	7.554205	1.506872	False	1.000000	1.000000	0.013700	0.204600	1.000000	0.016700	1.000000	1.000000	0.013800	0.206400	1.000000	0.016700
296	0	7.771662	1.547671	False	1.000000	1.000000	0.013800	0.206400	1.000000	0.016700	1.000000	1.000000	0.013800	0.205300	1.000000	0.016700
297	0	7.723186	1.538833	False	1.000000	1.000000	0.013800	0.205300	1.000000	0.016700	1.000000	1.000000	0.014000	0.202400	1.000000	0.016700
298	0	7.761132	1.544776	False	1.000000	1.000000	0.014000	0.202400	1.000000	0.016700	1.000000	1.000000	0.014000	0.202300	1.000000	0.016700
299	0	7.628401	1.517819	False	1.000000	1.000000	0.014000	0.202300	1.000000	0.016700	1.000000	1.000000	0.014100	0.198800	1.000000	0.016700
300	0	7.441111	1.481778	False	1.000000	1.000000	0.014100	0.198800	1.000000	0.016700	1.000000	1.000000	0.014000	0.196200	1.000000	0.016700
301	0	7.387639	1.473454	False	1.000000	1.000000	0.014000	0.196200	1.000000	0.016700	1.000000	1.000000	0.014000	0.197300	1.000000	0.016700
302	0	7.579979	1.511601	False	1.000000	1.000000	0.014000	0.197300	1.000000	0.016700	1.000000	1.000000	0.014100	0.196000	1.000000	0.016700
303	0	7.754563	1.545703	False	1.000000	1.000000	0.014100	0.196000	1.000000	0.016700	1.000000	1.000000	0.014200	0.191100	1.000000	0.016700
304	3	7.857887	1.563496	False	1.000000	1.000000	0.014200	0.191100	1.000000	0.016700	1.000000	1.000000	0.014300	0.195800	1.000000	0.033300
305	0	7.666667	1.530560	False	1.000000	1.000000	0.014300	0.195800	1.000000	0.033300	1.000000	1.000000	0.014300	0.189300	1.000000	0.016700
306	4	8.019828	1.594288	False	1.000000	1.000000	0.014300	0.189300	1.000000	0.016700	1.000000	1.000000	0.014600	0.187700	1.000000	0.033300
307	0	7.673783	1.527614	False	1.000000	1.000000	0.014600	0.187700	1.000000	0.033300	1.000000	1.000000	0.014700	0.189600	1.000000	0.016700
308	0	7.566194	1.506596	False	1.000000	1.000000	0.014700	0.189600	1.000000	0.016700	1.000000	1.000000	0.014700	0.190400	1.000000	0.016700
309	0	7.502333	1.494789	False	1.000000	1.000000	0.014700	0.190400	1.000000	0.016700	1.000000	1.000000	0.014800	0.186700	1.000000	0.016700
310	0	7.534950	1.500404	False	1.000000	1.000000	0.014800	0.186700	1.000000	0.016700	1.000000	1.000000	0.014900	0.187900	1.000000	0.016700
311	0	7.474492	1.486126	False	1.000000	1.000000	0.014900	0.187900	1.000000	0.016700	1.000000	1.000000	0.015100	0.187000	1.000000	0.016700
312	0	7.178018	1.428702	False	1.000000	1.000000	0.015100	0.187000	1.000000	0.016700	1.000000	1.000000	0.015000	0.186000	1.000000	0.016700
313	1	7.054142	0.769642	False	1.000000	1.000000	0.015000	0.186000	1.000000	0.016700	1.000000	1.000000	0.015200	0.180300	1.000000	0.016700
314	0	6.929780	1.379283	False	1.000000	1.000000	0.015200	0.180300	1.000000	0.016700	1.000000	1.000000	0.015200	0.181600	1.000000	0.016700
315	0	6.809103	1.352465	False	1.000000	1.000000	0.015200	0.181600	1.000000	0.016700	1.000000	1.000000	0.015300	0.176200	1.000000	0.016700
316	0	6.395072	1.272664	False	1.000000	1.000000	0.015300	0.176200	1.000000	0.016700	1.000000	1.000000	0.015400	0.178100	1.000000	0.016700
317	0	6.263397	1.246027	False	1.000000	1.000000	0.015400	0.178100	1.000000	0.016700	1.000000	1.000000	0.015500	0.176800	1.000000	0.016700
318	0	6.088746	1.210931	False	1.000000	1.000000	0.015500	0.176800	1.000000	0.016700	1.000000	1.000000	0.015600	0.171500	1.000000	0.016700
319	0	5.881923	1.168648	False	1.000000	1.000000	0.015600	0.171500	1.000000	0.016700	1.000000	1.000000	0.015800	0.163800	1.000000	0.016700
320	0	5.560615	1.105157	False	1.000000	1.000000	0.015800	0.163800	1.000000	0.016700	1.000000	1.000000	0.015900	0.161200	1.000000	0.016700
321	0	5.293656	1.052181	False	1.000000	1.000000	0.015900	0.161200	1.000000	0.016700	1.000000	1.000000	0.016000	0.159300	1.000000	0.016700
322	0	5.048071	1.004052	False	1.000000	1.000000	0.016000	0.159300	1.000000	0.016700	1.000000	1.000000	0.016100	0.160100	1.000000	0.016700
323	0	4.886079	0.972076	False	1.000000	1.000000	0.016100	0.160100	1.000000	0.016700	1.000000	1.000000	0.016200	0.156200	1.000000	0.016700
324	0	4.755106	0.945289	False	1.000000	1.000000	0.016200	0.156200	1.000000	0.016700	1.000000	1.000000	0.016300	0.154200	1.000000	0.016700
325	0	4.550588	0.905143	False	1.000000	1.000000	0.016300	0.154200	1.000000	0.016700	1.000000	1.000000	0.016400	0.153200	1.000000	0.016700
326	0	4.408719	0.877328	False	1.000000	1.000000	0.016400	0.153200	1.000000	0.016700	1.000000	1.000000	0.016300	0.155400	1.000000	0.016700
327	0	4.313942	0.857672	False	1.000000	1.000000	0.016300	0.155400	1.000000	0.016700	1.000000	1.000000	0.016600	0.153900	1.000000	0.016700
328	0	4.137170	0.821260	False	1.000000	1.000000	0.016600	0.153900	1.000000	0.016700	1.000000	1.000000	0.016600	0.154300	1.000000	0.016700
329	0	3.833888	0.764363	False	1.000000	1.000000	0.016600	0.154300	1.000000	0.016700	1.000000	1.000000	0.016700	0.151800	1.000000	0.016700
330	0	3.901987	0.776018	False	1.000000	1.000000	0.016700	0.151800	1.000000	0.016700	1.000000	1.000000	0.016900	0.150000	1.000000	0.016700
331	0	3.768336	0.746945	False	1.000000	1.000000	0.016900	0.150000	1.000000	0.016700	1.000000	1.000000	0.017000	0.146700	1.000000	0.016700
332	0	3.376119	0.670450	False	1.000000	1.000000	0.017000	0.146700	1.000000	0.016700	1.000000	1.000000	0.016900	0.144200	1.000000	0.016700
333	0	3.156584	0.630680	False	1.000000	1.000000	0.016900	0.144200	1.000000	0.016700	1.000000	1.000000	0.017300	0.139200	1.000000	0.016700
334	0	3.355271	0.666040	False	1.000000	1.000000	0.017300	0.139200	1.000000	0.016700	1.000000	1.000000	0.017300	0.138500	1.000000	0.016700
335	0	3.108562	0.619433	False	1.000000	1.000000	0.017300	0.138500	1.000000	0.016700	1.000000	1.000000	0.017500	0.137100	1.000000	0.016700
336	0	3.129832	0.622299	False	1.000000	1.000000	0.017500	0.137100	1.000000	0.016700	1.000000	1.000000	0.017500	0.141700	1.000000	0.016700
337	0	3.006303	0.597319	False	1.000000	1.000000	0.017500	0.141700	1.000000	0.016700	1.000000	1.000000	0.017600	0.142600	1.000000	0.016700
338	1	2.843417	0.305960	False	1.000000	1.000000	0.017600	0.142600	1.000000	0.016700	1.000000	1.000000	0.017800	0.142800	1.000000	0.016700
339	0	2.342324	0.466765	False	1.000000	1.000000	0.017800	0.142800	1.000000	0.016700	1.000000	1.000000	0.017900	0.136600	1.000000	0.016700
340	0	2.360212	0.470167	False	1.000000	1.000000	0.017900	0.136600	1.000000	0.016700	1.000000	1.000000	0.018100	0.134400	1.000000	0.016700
341	0	2.361013	0.470474	False	1.000000	1.000000	0.018100	0.134400	1.000000	0.016700	1.000000	1.000000	0.018200	0.132000	1.000000	0.016700
342	3	2.377390	0.468938	False	1.000000	1.000000	0.018200	0.132000	1.000000	0.016700	1.000000	1.000000	0.018300	0.134800	1.000000	0.033300
343	0	1.887249	0.375213	False	1.000000	1.000000	0.018300	0.134800	1.000000	0.033300	1.000000	1.000000	0.018300	0.134500	1.000000	0.016700
344	0	1.810134	0.363666	False	1.000000	1.000000	0.018300	0.134500	1.000000	0.016700	1.000000	1.000000	0.018500	0.134300	1.000000	0.016700
345	0	2.135697	0.427480	False	1.000000	1.000000	0.018500	0.134300	1.000000	0.016700	1.000000	1.000000	0.018400	0.139400	1.000000	0.016700
346	0	2.351568	0.474457	False	1.000000	1.000000	0.018400	0.139400	1.000000	0.016700	1.000000	1.000000	0.018600	0.139100	1.000000	0.016700
347	0	2.987195	0.599362	False	1.000000	1.000000	0.018600	0.139100	1.000000	0.016700	1.000000	1.000000	0.018800	0.138400	1.000000	0.016700
348	0	3.441890	0.690241	False	1.000000	1.000000	0.018800	0.138400	1.000000	0.016700	1.000000	1.000000	0.019000	0.139800	1.000000	0.016700
349	0	3.928618	0.785683	False	1.000000	1.000000	0.019000	0.139800	1.000000	0.016700	1.000000	1.000000	0.019100	0.137200	1.000000	0.016700
350	0	4.255284	0.846221	False	1.000000	1.000000	0.019100	0.137200	1.000000	0.016700	1.000000	1.000000	0.019200	0.134600	1.000000	0.016700
351	0	4.103265	0.823158	False	1.000000	1.000000	0.019200	0.134600	1.000000	0.016700	1.000000	1.000000	0.019400	0.132500	1.000000	0.016700
352	0	4.713433	0.935577	False	1.000000	1.000000	0.019400	0.132500	1.000000	0.016700	1.000000	1.000000	0.019500	0.126900	1.000000	0.016700
353	0	4.359961	0.869844	False	1.000000	1.000000	0.019500	0.126900	1.000000	0.016700	1.000000	1.000000	0.019400	0.125900	1.000000	0.016700
354	0	4.500504	0.901879	False	1.000000	1.000000	0.019400	0.125900	1.000000	0.016700	1.000000	1.000000	0.019500	0.125000	1.000000	0.016700
355	4	5.067440	1.014195	False	1.000000	1.000000	0.019500	0.125000	1.000000	0.016700	1.000000	1.000000	0.019700	0.124900	1.000000	0.033300
356	0	5.569081	1.108711	False	1.000000	1.000000	0.019700	0.124900	1.000000	0.033300	1.000000	1.000000	0.019700	0.124200	1.000000	0.016700
357	0	5.499261	1.099812	False	1.000000	1.000000	0.019700	0.124200	1.000000	0.016700	1.000000	1.000000	0.019800	0.124500	1.000000	0.016700
358	1	5.958315	0.654227	False	1.000000	1.000000	0.019800	0.124500	1.000000	0.016700	1.000000	1.000000	0.019800	0.122600	1.000000	0.016700
359	0	6.290902	1.259444	False	1.000000	1.000000	0.019800	0.122600	1.000000	0.016700	1.000000	1.000000	0.020000	0.121800	1.000000	0.016700
